Komoditas (Rp),Tanggal,Harga,Wilayah,Lag_1,Lag_3,Lag_7,MA_7,MA_30,Price_Diff,Price_Change,Tahun,Bulan,Hari
Bawang Merah Ukuran Sedang,2024-02-12,36750.0,palembang,36250.0,36250.0,35250.0,36178.57142857143,37935.0,500.0,0.01379310344827589,2024,2,0
Bawang Merah Ukuran Sedang,2024-02-13,36750.0,palembang,36750.0,36250.0,35250.0,36392.857142857145,37730.0,0.0,0.0,2024,2,1
Bawang Merah Ukuran Sedang,2024-02-14,36750.0,palembang,36750.0,36250.0,36250.0,36464.28571428572,37525.0,0.0,0.0,2024,2,2
Bawang Merah Ukuran Sedang,2024-02-15,36750.0,palembang,36750.0,36750.0,36250.0,36535.71428571428,37325.0,0.0,0.0,2024,2,3
Bawang Merah Ukuran Sedang,2024-02-16,36750.0,palembang,36750.0,36750.0,36250.0,36607.142857142855,37125.0,0.0,0.0,2024,2,4
Bawang Merah Ukuran Sedang,2024-02-19,40000.0,palembang,36750.0,36750.0,36250.0,37142.857142857145,37075.0,3250.0,0.08843537414965996,2024,2,0
Bawang Merah Ukuran Sedang,2024-02-20,41250.0,palembang,40000.0,36750.0,36250.0,37857.142857142855,37066.666666666664,1250.0,0.03125,2024,2,1
Bawang Merah Ukuran Sedang,2024-02-21,38750.0,palembang,41250.0,36750.0,36750.0,38142.857142857145,36975.0,-2500.0,-0.06060606060606055,2024,2,2
Bawang Merah Ukuran Sedang,2024-02-22,40000.0,palembang,38750.0,40000.0,36750.0,38607.142857142855,36925.0,1250.0,0.032258064516129004,2024,2,3
Bawang Merah Ukuran Sedang,2024-02-23,41250.0,palembang,40000.0,41250.0,36750.0,39250.0,36916.666666666664,1250.0,0.03125,2024,2,4
Bawang Merah Ukuran Sedang,2024-02-26,38750.0,palembang,41250.0,38750.0,36750.0,39535.71428571428,36933.333333333336,-2500.0,-0.06060606060606055,2024,2,0
Bawang Merah Ukuran Sedang,2024-02-27,38750.0,palembang,38750.0,40000.0,36750.0,39821.42857142857,36950.0,0.0,0.0,2024,2,1
Bawang Merah Ukuran Sedang,2024-02-28,38750.0,palembang,38750.0,41250.0,40000.0,39642.857142857145,37025.0,0.0,0.0,2024,2,2
Bawang Merah Ukuran Sedang,2024-02-29,38750.0,palembang,38750.0,38750.0,41250.0,39285.71428571428,37100.0,0.0,0.0,2024,2,3
Bawang Merah Ukuran Sedang,2024-03-01,38750.0,palembang,38750.0,38750.0,38750.0,39285.71428571428,37183.333333333336,0.0,0.0,2024,3,4
Bawang Merah Ukuran Sedang,2024-03-04,40000.0,palembang,38750.0,38750.0,40000.0,39285.71428571428,37308.333333333336,1250.0,0.032258064516129004,2024,3,0
Bawang Merah Ukuran Sedang,2024-03-05,40000.0,palembang,40000.0,38750.0,41250.0,39107.142857142855,37433.333333333336,0.0,0.0,2024,3,1
Bawang Merah Ukuran Sedang,2024-03-06,40000.0,palembang,40000.0,38750.0,38750.0,39285.71428571428,37558.333333333336,0.0,0.0,2024,3,2
Bawang Merah Ukuran Sedang,2024-03-07,40000.0,palembang,40000.0,40000.0,38750.0,39464.28571428572,37683.333333333336,0.0,0.0,2024,3,3
Bawang Merah Ukuran Sedang,2024-03-08,41250.0,palembang,40000.0,40000.0,38750.0,39821.42857142857,37891.666666666664,1250.0,0.03125,2024,3,4
Bawang Merah Ukuran Sedang,2024-03-11,41250.0,palembang,41250.0,40000.0,38750.0,40178.57142857143,38100.0,0.0,0.0,2024,3,0
Bawang Merah Ukuran Sedang,2024-03-12,41250.0,palembang,41250.0,40000.0,38750.0,40535.71428571428,38308.333333333336,0.0,0.0,2024,3,1
Bawang Merah Ukuran Sedang,2024-03-13,42500.0,palembang,41250.0,41250.0,40000.0,40892.857142857145,38558.333333333336,1250.0,0.030303030303030276,2024,3,2
Bawang Merah Ukuran Sedang,2024-03-14,42500.0,palembang,42500.0,41250.0,40000.0,41250.0,38800.0,0.0,0.0,2024,3,3
Bawang Merah Ukuran Sedang,2024-03-15,43750.0,palembang,42500.0,41250.0,40000.0,41785.71428571428,39083.333333333336,1250.0,0.02941176470588225,2024,3,4
Bawang Merah Ukuran Sedang,2024-03-18,42500.0,palembang,43750.0,42500.0,40000.0,42142.857142857145,39291.666666666664,-1250.0,-0.02857142857142858,2024,3,0
Bawang Merah Ukuran Sedang,2024-03-19,42500.0,palembang,42500.0,42500.0,41250.0,42321.42857142857,39500.0,0.0,0.0,2024,3,1
Bawang Merah Ukuran Sedang,2024-03-20,42500.0,palembang,42500.0,43750.0,41250.0,42500.0,39708.333333333336,0.0,0.0,2024,3,2
Bawang Merah Ukuran Sedang,2024-03-21,42500.0,palembang,42500.0,42500.0,41250.0,42678.57142857143,39916.666666666664,0.0,0.0,2024,3,3
Bawang Merah Ukuran Sedang,2024-03-22,42500.0,palembang,42500.0,42500.0,42500.0,42678.57142857143,40125.0,0.0,0.0,2024,3,4
Bawang Merah Ukuran Sedang,2024-03-25,39250.0,palembang,42500.0,42500.0,42500.0,42214.28571428572,40208.333333333336,-3250.0,-0.07647058823529407,2024,3,0
Bawang Merah Ukuran Sedang,2024-03-26,39250.0,palembang,39250.0,42500.0,43750.0,41571.42857142857,40291.666666666664,0.0,0.0,2024,3,1
Bawang Merah Ukuran Sedang,2024-03-27,39500.0,palembang,39250.0,42500.0,42500.0,41142.857142857145,40383.333333333336,250.0,0.006369426751592355,2024,3,2
Bawang Merah Ukuran Sedang,2024-03-28,39500.0,palembang,39500.0,39250.0,42500.0,40714.28571428572,40475.0,0.0,0.0,2024,3,3
Bawang Merah Ukuran Sedang,2024-03-29,39500.0,palembang,39500.0,39250.0,42500.0,40285.71428571428,40566.666666666664,0.0,0.0,2024,3,4
Bawang Merah Ukuran Sedang,2024-04-01,45000.0,palembang,39500.0,39500.0,42500.0,40642.857142857145,40733.333333333336,5500.0,0.139240506329114,2024,4,0
Bawang Merah Ukuran Sedang,2024-04-02,45000.0,palembang,45000.0,39500.0,42500.0,41000.0,40858.333333333336,0.0,0.0,2024,4,1
Bawang Merah Ukuran Sedang,2024-04-03,45000.0,palembang,45000.0,39500.0,39250.0,41821.42857142857,41066.666666666664,0.0,0.0,2024,4,2
Bawang Merah Ukuran Sedang,2024-04-04,45000.0,palembang,45000.0,45000.0,39250.0,42642.857142857145,41233.333333333336,0.0,0.0,2024,4,3
Bawang Merah Ukuran Sedang,2024-04-05,58750.0,palembang,45000.0,45000.0,39500.0,45392.857142857145,41816.666666666664,13750.0,0.3055555555555556,2024,4,4
Bawang Merah Ukuran Sedang,2024-04-08,58750.0,palembang,58750.0,45000.0,39500.0,48142.857142857145,42483.333333333336,0.0,0.0,2024,4,0
Bawang Merah Ukuran Sedang,2024-04-09,58750.0,palembang,58750.0,45000.0,39500.0,50892.857142857145,43150.0,0.0,0.0,2024,4,1
Bawang Merah Ukuran Sedang,2024-04-10,58750.0,palembang,58750.0,58750.0,45000.0,52857.142857142855,43816.666666666664,0.0,0.0,2024,4,2
Bawang Merah Ukuran Sedang,2024-04-11,58750.0,palembang,58750.0,58750.0,45000.0,54821.42857142857,44483.333333333336,0.0,0.0,2024,4,3
Bawang Merah Ukuran Sedang,2024-04-12,58750.0,palembang,58750.0,58750.0,45000.0,56785.71428571428,45150.0,0.0,0.0,2024,4,4
Bawang Merah Ukuran Sedang,2024-04-15,58750.0,palembang,58750.0,58750.0,45000.0,58750.0,45775.0,0.0,0.0,2024,4,0
Bawang Merah Ukuran Sedang,2024-04-16,67500.0,palembang,58750.0,58750.0,58750.0,60000.0,46691.666666666664,8750.0,0.14893617021276606,2024,4,1
Bawang Merah Ukuran Sedang,2024-04-17,67500.0,palembang,67500.0,58750.0,58750.0,61250.0,47608.333333333336,0.0,0.0,2024,4,2
Bawang Merah Ukuran Sedang,2024-04-18,69500.0,palembang,67500.0,58750.0,58750.0,62785.71428571428,48591.666666666664,2000.0,0.029629629629629672,2024,4,3
Bawang Merah Ukuran Sedang,2024-04-19,67000.0,palembang,69500.0,67500.0,58750.0,63964.28571428572,49450.0,-2500.0,-0.03597122302158273,2024,4,4
Bawang Merah Ukuran Sedang,2024-04-22,63250.0,palembang,67000.0,67500.0,58750.0,64607.142857142855,50183.333333333336,-3750.0,-0.05597014925373134,2024,4,0
Bawang Merah Ukuran Sedang,2024-04-23,58750.0,palembang,63250.0,69500.0,58750.0,64607.142857142855,50766.666666666664,-4500.0,-0.07114624505928857,2024,4,1
Bawang Merah Ukuran Sedang,2024-04-24,56250.0,palembang,58750.0,67000.0,58750.0,64250.0,51225.0,-2500.0,-0.04255319148936165,2024,4,2
Bawang Merah Ukuran Sedang,2024-04-25,56250.0,palembang,56250.0,63250.0,67500.0,62642.857142857145,51683.333333333336,0.0,0.0,2024,4,3
Bawang Merah Ukuran Sedang,2024-04-26,56250.0,palembang,56250.0,58750.0,67500.0,61035.71428571428,52100.0,0.0,0.0,2024,4,4
Bawang Merah Ukuran Sedang,2024-04-29,57000.0,palembang,56250.0,56250.0,69500.0,59250.0,52583.333333333336,750.0,0.01333333333333342,2024,4,0
Bawang Merah Ukuran Sedang,2024-04-30,57000.0,palembang,57000.0,56250.0,67000.0,57821.42857142857,53066.666666666664,0.0,0.0,2024,4,1
Bawang Merah Ukuran Sedang,2024-05-01,57000.0,palembang,57000.0,56250.0,63250.0,56928.57142857143,53550.0,0.0,0.0,2024,5,2
Bawang Merah Ukuran Sedang,2024-05-02,57000.0,palembang,57000.0,57000.0,58750.0,56678.57142857143,54033.333333333336,0.0,0.0,2024,5,3
Bawang Merah Ukuran Sedang,2024-05-03,57000.0,palembang,57000.0,57000.0,56250.0,56785.71428571428,54516.666666666664,0.0,0.0,2024,5,4
Bawang Merah Ukuran Sedang,2024-05-06,60000.0,palembang,57000.0,57000.0,56250.0,57321.42857142857,55208.333333333336,3000.0,0.05263157894736836,2024,5,0
Bawang Merah Ukuran Sedang,2024-05-07,60000.0,palembang,60000.0,57000.0,56250.0,57857.142857142855,55900.0,0.0,0.0,2024,5,1
Bawang Merah Ukuran Sedang,2024-05-08,60000.0,palembang,60000.0,57000.0,57000.0,58285.71428571428,56583.333333333336,0.0,0.0,2024,5,2
Bawang Merah Ukuran Sedang,2024-05-09,60000.0,palembang,60000.0,60000.0,57000.0,58714.28571428572,57266.666666666664,0.0,0.0,2024,5,3
Bawang Merah Ukuran Sedang,2024-05-10,60000.0,palembang,60000.0,60000.0,57000.0,59142.857142857145,57950.0,0.0,0.0,2024,5,4
Bawang Merah Ukuran Sedang,2024-05-13,52500.0,palembang,60000.0,60000.0,57000.0,58500.0,58200.0,-7500.0,-0.125,2024,5,0
Bawang Merah Ukuran Sedang,2024-05-14,55000.0,palembang,52500.0,60000.0,57000.0,58214.28571428572,58533.333333333336,2500.0,0.04761904761904767,2024,5,1
Bawang Merah Ukuran Sedang,2024-05-15,55750.0,palembang,55000.0,60000.0,60000.0,57607.142857142855,58891.666666666664,750.0,0.013636363636363669,2024,5,2
Bawang Merah Ukuran Sedang,2024-05-16,55750.0,palembang,55750.0,52500.0,60000.0,57000.0,59250.0,0.0,0.0,2024,5,3
Bawang Merah Ukuran Sedang,2024-05-17,55750.0,palembang,55750.0,55000.0,60000.0,56392.857142857145,59150.0,0.0,0.0,2024,5,4
Bawang Merah Ukuran Sedang,2024-05-20,56750.0,palembang,55750.0,55750.0,60000.0,55928.57142857143,59083.333333333336,1000.0,0.017937219730941756,2024,5,0
Bawang Merah Ukuran Sedang,2024-05-21,56250.0,palembang,56750.0,55750.0,60000.0,55392.857142857145,59000.0,-500.0,-0.008810572687224627,2024,5,1
Bawang Merah Ukuran Sedang,2024-05-22,55750.0,palembang,56250.0,55750.0,52500.0,55857.142857142855,58900.0,-500.0,-0.008888888888888835,2024,5,2
Bawang Merah Ukuran Sedang,2024-05-23,55750.0,palembang,55750.0,56750.0,55000.0,55964.28571428572,58800.0,0.0,0.0,2024,5,3
Bawang Merah Ukuran Sedang,2024-05-24,55750.0,palembang,55750.0,56250.0,55750.0,55964.28571428572,58700.0,0.0,0.0,2024,5,4
Bawang Merah Ukuran Sedang,2024-05-27,54500.0,palembang,55750.0,55750.0,55750.0,55785.71428571428,58558.333333333336,-1250.0,-0.022421524663677084,2024,5,0
Bawang Merah Ukuran Sedang,2024-05-28,54500.0,palembang,54500.0,55750.0,55750.0,55607.142857142855,58125.0,0.0,0.0,2024,5,1
Bawang Merah Ukuran Sedang,2024-05-29,55250.0,palembang,54500.0,55750.0,56750.0,55392.857142857145,57716.666666666664,750.0,0.013761467889908285,2024,5,2
Bawang Merah Ukuran Sedang,2024-05-30,54000.0,palembang,55250.0,54500.0,56250.0,55071.42857142857,57200.0,-1250.0,-0.022624434389140302,2024,5,3
Bawang Merah Ukuran Sedang,2024-05-31,54000.0,palembang,54000.0,54500.0,55750.0,54821.42857142857,56766.666666666664,0.0,0.0,2024,5,4
Bawang Merah Ukuran Sedang,2024-06-03,50000.0,palembang,54000.0,55250.0,55750.0,54000.0,56325.0,-4000.0,-0.07407407407407407,2024,6,0
Bawang Merah Ukuran Sedang,2024-06-04,51250.0,palembang,50000.0,54000.0,55750.0,53357.142857142855,56075.0,1250.0,0.02499999999999991,2024,6,1
Bawang Merah Ukuran Sedang,2024-06-05,53750.0,palembang,51250.0,54000.0,54500.0,53250.0,55991.666666666664,2500.0,0.04878048780487809,2024,6,2
Bawang Merah Ukuran Sedang,2024-06-06,51250.0,palembang,53750.0,50000.0,54500.0,52785.71428571428,55825.0,-2500.0,-0.046511627906976716,2024,6,3
Bawang Merah Ukuran Sedang,2024-06-07,49000.0,palembang,51250.0,51250.0,55250.0,51892.857142857145,55583.333333333336,-2250.0,-0.04390243902439028,2024,6,4
Bawang Merah Ukuran Sedang,2024-06-10,51000.0,palembang,49000.0,53750.0,54000.0,51464.28571428572,55383.333333333336,2000.0,0.04081632653061229,2024,6,0
Bawang Merah Ukuran Sedang,2024-06-11,51500.0,palembang,51000.0,51250.0,54000.0,51107.142857142855,55200.0,500.0,0.009803921568627416,2024,6,1
Bawang Merah Ukuran Sedang,2024-06-12,51500.0,palembang,51500.0,49000.0,50000.0,51321.42857142857,55016.666666666664,0.0,0.0,2024,6,2
Bawang Merah Ukuran Sedang,2024-06-13,51500.0,palembang,51500.0,51000.0,51250.0,51357.142857142855,54833.333333333336,0.0,0.0,2024,6,3
Bawang Merah Ukuran Sedang,2024-06-14,51500.0,palembang,51500.0,51500.0,53750.0,51035.71428571428,54650.0,0.0,0.0,2024,6,4
Bawang Merah Ukuran Sedang,2024-06-17,51500.0,palembang,51500.0,51500.0,51250.0,51071.42857142857,54366.666666666664,0.0,0.0,2024,6,0
Bawang Merah Ukuran Sedang,2024-06-18,51500.0,palembang,51500.0,51500.0,49000.0,51428.57142857143,54083.333333333336,0.0,0.0,2024,6,1
Bawang Merah Ukuran Sedang,2024-06-19,50750.0,palembang,51500.0,51500.0,51000.0,51392.857142857145,53775.0,-750.0,-0.014563106796116498,2024,6,2
Bawang Merah Ukuran Sedang,2024-06-20,51250.0,palembang,50750.0,51500.0,51500.0,51357.142857142855,53483.333333333336,500.0,0.009852216748768461,2024,6,3
Bawang Merah Ukuran Sedang,2024-06-21,44500.0,palembang,51250.0,51500.0,51500.0,50357.142857142855,52966.666666666664,-6750.0,-0.13170731707317074,2024,6,4
Bawang Merah Ukuran Sedang,2024-06-24,44500.0,palembang,44500.0,50750.0,51500.0,49357.142857142855,52700.0,0.0,0.0,2024,6,0
Bawang Merah Ukuran Sedang,2024-06-25,39500.0,palembang,44500.0,51250.0,51500.0,47642.857142857145,52183.333333333336,-5000.0,-0.1123595505617978,2024,6,1
Bawang Merah Ukuran Sedang,2024-06-26,39500.0,palembang,39500.0,44500.0,51500.0,45928.57142857143,51641.666666666664,0.0,0.0,2024,6,2
Bawang Merah Ukuran Sedang,2024-06-27,39500.0,palembang,39500.0,44500.0,51500.0,44214.28571428572,51100.0,0.0,0.0,2024,6,3
Bawang Merah Ukuran Sedang,2024-06-28,39500.0,palembang,39500.0,39500.0,50750.0,42607.142857142855,50558.333333333336,0.0,0.0,2024,6,4
Bawang Merah Ukuran Sedang,2024-07-01,38750.0,palembang,39500.0,39500.0,51250.0,40821.42857142857,49958.333333333336,-750.0,-0.01898734177215189,2024,7,0
Bawang Merah Ukuran Sedang,2024-07-02,41250.0,palembang,38750.0,39500.0,44500.0,40357.142857142855,49458.333333333336,2500.0,0.06451612903225801,2024,7,1
Bawang Merah Ukuran Sedang,2024-07-03,41250.0,palembang,41250.0,39500.0,44500.0,39892.857142857145,48975.0,0.0,0.0,2024,7,2
Bawang Merah Ukuran Sedang,2024-07-04,41250.0,palembang,41250.0,38750.0,39500.0,40142.857142857145,48491.666666666664,0.0,0.0,2024,7,3
Bawang Merah Ukuran Sedang,2024-07-05,38750.0,palembang,41250.0,41250.0,39500.0,40035.71428571428,47925.0,-2500.0,-0.06060606060606055,2024,7,4
Bawang Merah Ukuran Sedang,2024-07-08,36250.0,palembang,38750.0,41250.0,39500.0,39571.42857142857,47316.666666666664,-2500.0,-0.06451612903225812,2024,7,0
Bawang Merah Ukuran Sedang,2024-07-09,36250.0,palembang,36250.0,41250.0,39500.0,39107.142857142855,46708.333333333336,0.0,0.0,2024,7,1
Bawang Merah Ukuran Sedang,2024-07-10,35750.0,palembang,36250.0,38750.0,38750.0,38678.57142857143,46058.333333333336,-500.0,-0.01379310344827589,2024,7,2
Bawang Merah Ukuran Sedang,2024-07-11,37000.0,palembang,35750.0,36250.0,41250.0,38071.42857142857,45491.666666666664,1250.0,0.034965034965035,2024,7,3
Bawang Merah Ukuran Sedang,2024-07-12,34250.0,palembang,37000.0,36250.0,41250.0,37071.42857142857,44833.333333333336,-2750.0,-0.07432432432432434,2024,7,4
Bawang Merah Ukuran Sedang,2024-07-15,31750.0,palembang,34250.0,35750.0,41250.0,35714.28571428572,44225.0,-2500.0,-0.07299270072992703,2024,7,0
Bawang Merah Ukuran Sedang,2024-07-16,31750.0,palembang,31750.0,37000.0,38750.0,34714.28571428572,43575.0,0.0,0.0,2024,7,1
Bawang Merah Ukuran Sedang,2024-07-17,31750.0,palembang,31750.0,34250.0,36250.0,34071.42857142857,42841.666666666664,0.0,0.0,2024,7,2
Bawang Merah Ukuran Sedang,2024-07-18,31750.0,palembang,31750.0,31750.0,36250.0,33428.57142857143,42191.666666666664,0.0,0.0,2024,7,3
Bawang Merah Ukuran Sedang,2024-07-19,31750.0,palembang,31750.0,31750.0,35750.0,32857.142857142855,41616.666666666664,0.0,0.0,2024,7,4
Bawang Merah Ukuran Sedang,2024-07-22,31750.0,palembang,31750.0,31750.0,37000.0,32107.14285714286,40975.0,0.0,0.0,2024,7,0
Bawang Merah Ukuran Sedang,2024-07-23,33750.0,palembang,31750.0,31750.0,34250.0,32035.714285714286,40383.333333333336,2000.0,0.06299212598425208,2024,7,1
Bawang Merah Ukuran Sedang,2024-07-24,33750.0,palembang,33750.0,31750.0,31750.0,32321.428571428572,39791.666666666664,0.0,0.0,2024,7,2
Bawang Merah Ukuran Sedang,2024-07-25,33750.0,palembang,33750.0,31750.0,31750.0,32607.14285714286,39200.0,0.0,0.0,2024,7,3
Bawang Merah Ukuran Sedang,2024-07-26,37500.0,palembang,33750.0,33750.0,31750.0,33428.57142857143,38733.333333333336,3750.0,0.11111111111111116,2024,7,4
Bawang Merah Ukuran Sedang,2024-07-29,33500.0,palembang,37500.0,33750.0,31750.0,33678.57142857143,38133.333333333336,-4000.0,-0.10666666666666669,2024,7,0
Bawang Merah Ukuran Sedang,2024-07-30,33500.0,palembang,33500.0,33750.0,31750.0,33928.57142857143,37533.333333333336,0.0,0.0,2024,7,1
Bawang Merah Ukuran Sedang,2024-07-31,30000.0,palembang,33500.0,37500.0,31750.0,33678.57142857143,36841.666666666664,-3500.0,-0.10447761194029848,2024,7,2
Bawang Merah Ukuran Sedang,2024-08-01,30000.0,palembang,30000.0,33500.0,33750.0,33142.857142857145,36133.333333333336,0.0,0.0,2024,8,3
Bawang Merah Ukuran Sedang,2024-08-02,29500.0,palembang,30000.0,33500.0,33750.0,32535.714285714286,35633.333333333336,-500.0,-0.01666666666666672,2024,8,4
Bawang Merah Ukuran Sedang,2024-08-05,31000.0,palembang,29500.0,30000.0,33750.0,32142.85714285714,35183.333333333336,1500.0,0.05084745762711873,2024,8,0
Bawang Merah Ukuran Sedang,2024-08-06,31000.0,palembang,31000.0,30000.0,37500.0,31214.285714285714,34900.0,0.0,0.0,2024,8,1
Bawang Merah Ukuran Sedang,2024-08-07,31000.0,palembang,31000.0,29500.0,33500.0,30857.14285714286,34616.666666666664,0.0,0.0,2024,8,2
Bawang Merah Ukuran Sedang,2024-08-08,33750.0,palembang,31000.0,31000.0,33500.0,30892.85714285714,34425.0,2750.0,0.08870967741935476,2024,8,3
Bawang Merah Ukuran Sedang,2024-08-09,33750.0,palembang,33750.0,31000.0,30000.0,31428.571428571428,34233.333333333336,0.0,0.0,2024,8,4
Bawang Merah Ukuran Sedang,2024-08-12,28250.0,palembang,33750.0,31000.0,30000.0,31178.571428571428,33883.333333333336,-5500.0,-0.16296296296296298,2024,8,0
Bawang Merah Ukuran Sedang,2024-08-13,28250.0,palembang,28250.0,33750.0,29500.0,31000.0,33450.0,0.0,0.0,2024,8,1
Bawang Merah Ukuran Sedang,2024-08-14,28250.0,palembang,28250.0,33750.0,31000.0,30607.14285714286,33016.666666666664,0.0,0.0,2024,8,2
Bawang Merah Ukuran Sedang,2024-08-15,28250.0,palembang,28250.0,28250.0,31000.0,30214.285714285714,32583.333333333332,0.0,0.0,2024,8,3
Bawang Merah Ukuran Sedang,2024-08-16,28250.0,palembang,28250.0,28250.0,31000.0,29821.428571428572,32233.333333333332,0.0,0.0,2024,8,4
Bawang Merah Ukuran Sedang,2024-08-19,36250.0,palembang,28250.0,28250.0,33750.0,30178.571428571428,32233.333333333332,8000.0,0.2831858407079646,2024,8,0
Bawang Merah Ukuran Sedang,2024-08-20,36250.0,palembang,36250.0,28250.0,33750.0,30535.714285714286,32233.333333333332,0.0,0.0,2024,8,1
Bawang Merah Ukuran Sedang,2024-08-21,32250.0,palembang,36250.0,28250.0,28250.0,31107.14285714286,32116.666666666668,-4000.0,-0.1103448275862069,2024,8,2
Bawang Merah Ukuran Sedang,2024-08-22,29750.0,palembang,32250.0,36250.0,28250.0,31321.428571428572,31875.0,-2500.0,-0.07751937984496127,2024,8,3
Bawang Merah Ukuran Sedang,2024-08-23,33750.0,palembang,29750.0,36250.0,28250.0,32107.14285714286,31858.333333333332,4000.0,0.134453781512605,2024,8,4
Bawang Merah Ukuran Sedang,2024-08-26,33750.0,palembang,33750.0,32250.0,28250.0,32892.857142857145,31925.0,0.0,0.0,2024,8,0
Bawang Merah Ukuran Sedang,2024-08-27,33750.0,palembang,33750.0,29750.0,28250.0,33678.57142857143,31991.666666666668,0.0,0.0,2024,8,1
Bawang Merah Ukuran Sedang,2024-08-28,32250.0,palembang,33750.0,33750.0,36250.0,33107.142857142855,32008.333333333332,-1500.0,-0.0444444444444444,2024,8,2
Bawang Merah Ukuran Sedang,2024-08-29,32250.0,palembang,32250.0,33750.0,36250.0,32535.714285714286,32025.0,0.0,0.0,2024,8,3
Bawang Merah Ukuran Sedang,2024-08-30,29500.0,palembang,32250.0,33750.0,32250.0,32142.85714285714,31950.0,-2750.0,-0.0852713178294574,2024,8,4
Bawang Merah Ukuran Sedang,2024-09-02,29000.0,palembang,29500.0,32250.0,29750.0,32035.714285714286,31858.333333333332,-500.0,-0.016949152542372836,2024,9,0
Bawang Merah Ukuran Sedang,2024-09-03,29000.0,palembang,29000.0,32250.0,33750.0,31357.14285714286,31700.0,0.0,0.0,2024,9,1
Bawang Merah Ukuran Sedang,2024-09-04,29500.0,palembang,29000.0,29500.0,33750.0,30750.0,31558.333333333332,500.0,0.01724137931034475,2024,9,2
Bawang Merah Ukuran Sedang,2024-09-05,29500.0,palembang,29500.0,29000.0,33750.0,30142.85714285714,31416.666666666668,0.0,0.0,2024,9,3
Bawang Merah Ukuran Sedang,2024-09-06,29500.0,palembang,29500.0,29000.0,32250.0,29750.0,31150.0,0.0,0.0,2024,9,4
Bawang Merah Ukuran Sedang,2024-09-09,29500.0,palembang,29500.0,29500.0,32250.0,29357.14285714286,31016.666666666668,0.0,0.0,2024,9,0
Bawang Merah Ukuran Sedang,2024-09-10,29500.0,palembang,29500.0,29500.0,29500.0,29357.14285714286,30883.333333333332,0.0,0.0,2024,9,1
Bawang Merah Ukuran Sedang,2024-09-11,29500.0,palembang,29500.0,29500.0,29000.0,29428.571428571428,30866.666666666668,0.0,0.0,2024,9,2
Bawang Merah Ukuran Sedang,2024-09-12,29500.0,palembang,29500.0,29500.0,29000.0,29500.0,30850.0,0.0,0.0,2024,9,3
Bawang Merah Ukuran Sedang,2024-09-13,29500.0,palembang,29500.0,29500.0,29500.0,29500.0,30850.0,0.0,0.0,2024,9,4
Bawang Merah Ukuran Sedang,2024-09-16,29500.0,palembang,29500.0,29500.0,29500.0,29500.0,30800.0,0.0,0.0,2024,9,0
Bawang Merah Ukuran Sedang,2024-09-17,30500.0,palembang,29500.0,29500.0,29500.0,29642.85714285714,30783.333333333332,1000.0,0.03389830508474567,2024,9,1
Bawang Merah Ukuran Sedang,2024-09-18,30500.0,palembang,30500.0,29500.0,29500.0,29785.714285714286,30766.666666666668,0.0,0.0,2024,9,2
Bawang Merah Ukuran Sedang,2024-09-19,30000.0,palembang,30500.0,29500.0,29500.0,29857.14285714286,30641.666666666668,-500.0,-0.016393442622950838,2024,9,3
Bawang Merah Ukuran Sedang,2024-09-20,30000.0,palembang,30000.0,30500.0,29500.0,29928.571428571428,30516.666666666668,0.0,0.0,2024,9,4
Bawang Merah Ukuran Sedang,2024-09-23,31250.0,palembang,30000.0,30500.0,29500.0,30178.571428571428,30616.666666666668,1250.0,0.04166666666666674,2024,9,0
Bawang Merah Ukuran Sedang,2024-09-24,31250.0,palembang,31250.0,30000.0,29500.0,30428.571428571428,30716.666666666668,0.0,0.0,2024,9,1
Bawang Merah Ukuran Sedang,2024-09-25,31250.0,palembang,31250.0,30000.0,29500.0,30678.571428571428,30816.666666666668,0.0,0.0,2024,9,2
Bawang Merah Ukuran Sedang,2024-09-26,31250.0,palembang,31250.0,31250.0,30500.0,30785.714285714286,30916.666666666668,0.0,0.0,2024,9,3
Bawang Merah Ukuran Sedang,2024-09-27,25000.0,palembang,31250.0,31250.0,30500.0,30000.0,30808.333333333332,-6250.0,-0.19999999999999996,2024,9,4
Bawang Merah Ukuran Sedang,2024-09-30,31250.0,palembang,25000.0,31250.0,30000.0,30178.571428571428,30641.666666666668,6250.0,0.25,2024,9,0
Bawang Merah Ukuran Sedang,2024-10-01,31250.0,palembang,31250.0,31250.0,30000.0,30357.14285714286,30475.0,0.0,0.0,2024,10,1
Bawang Merah Ukuran Sedang,2024-10-02,31250.0,palembang,31250.0,25000.0,31250.0,30357.14285714286,30441.666666666668,0.0,0.0,2024,10,2
Bawang Merah Ukuran Sedang,2024-10-03,31250.0,palembang,31250.0,31250.0,31250.0,30357.14285714286,30491.666666666668,0.0,0.0,2024,10,3
Bawang Merah Ukuran Sedang,2024-10-04,33000.0,palembang,31250.0,31250.0,31250.0,30607.14285714286,30466.666666666668,1750.0,0.05600000000000005,2024,10,4
Bawang Merah Ukuran Sedang,2024-10-07,33000.0,palembang,33000.0,31250.0,31250.0,30857.14285714286,30441.666666666668,0.0,0.0,2024,10,0
Bawang Merah Ukuran Sedang,2024-10-08,33000.0,palembang,33000.0,31250.0,25000.0,32000.0,30416.666666666668,0.0,0.0,2024,10,1
Bawang Merah Ukuran Sedang,2024-10-09,33000.0,palembang,33000.0,33000.0,31250.0,32250.0,30441.666666666668,0.0,0.0,2024,10,2
